Station,Distance,Farm,TFS,ASV,abund,diff,Peak,group,PANEL,n_peaks,Quality
1,Control,Ext,34.18296926,ASV_289,15,1.9568452300000008,16.67861809,1-0.95,634,1,1
1,Control,Ext,47.06490212,ASV_289,6,1.9568452300000008,16.67861809,1-0.95,634,1,1
1,Control,Ext,42.85950948,ASV_289,8,1.9568452300000008,16.67861809,1-0.95,634,1,1
1,Control,Int,26.63237405,ASV_289,NA,1.9568452300000008,14.72177286,2-0.95,634,1,1
1,Control,Int,41.86824004,ASV_289,18,1.9568452300000008,14.72177286,2-0.95,634,1,1
1,Control,Int,47.80487134,ASV_289,0,1.9568452300000008,14.72177286,2-0.95,634,1,1
2,Control,Ext,127.7311348,ASV_289,6,1.9568452300000008,16.67861809,1-0.95,634,1,1
2,Control,Ext,45.26470299,ASV_289,5,1.9568452300000008,16.67861809,1-0.95,634,1,1
2,Control,Ext,34.45063898,ASV_289,3,1.9568452300000008,16.67861809,1-0.95,634,1,1
2,Control,Int,16.67861809,ASV_289,17,1.9568452300000008,14.72177286,2-0.95,634,1,1
2,Control,Int,46.69922388,ASV_289,23,1.9568452300000008,14.72177286,2-0.95,634,1,1
2,Control,Int,47.80487134,ASV_289,0,1.9568452300000008,14.72177286,2-0.95,634,1,1
3,Control,Ext,24.25269015,ASV_289,14,1.9568452300000008,16.67861809,1-0.95,634,1,1
3,Control,Ext,203.9607443,ASV_289,2,1.9568452300000008,16.67861809,1-0.95,634,1,1
3,Control,Ext,16.67861809,ASV_289,0,1.9568452300000008,16.67861809,1-0.95,634,1,1
3,Control,Int,55.44145201,ASV_289,NA,1.9568452300000008,14.72177286,2-0.95,634,1,1
3,Control,Int,110.1372753,ASV_289,NA,1.9568452300000008,14.72177286,2-0.95,634,1,1
3,Control,Int,79.99207324,ASV_289,NA,1.9568452300000008,14.72177286,2-0.95,634,1,1
1,0m,Ext,466.252599,ASV_293,20,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,0m,Ext,571.0789951,ASV_293,35,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,0m,Ext,185.7362293,ASV_293,20,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,0m,Int,110.1372753,ASV_293,15,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,0m,Int,278.641928,ASV_293,27,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,0m,Int,289.7236522,ASV_293,36,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,0m,Ext,202.3760388,ASV_293,35,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,0m,Ext,174.5004892,ASV_293,22,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,0m,Ext,402.0303347,ASV_293,30,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,0m,Int,500.1597489,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,0m,Int,632.0241119,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,0m,Int,496.2736783,ASV_293,13,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,0m,Ext,441.4777159,ASV_293,42,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,0m,Ext,704.9504701,ASV_293,22,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,0m,Ext,180.0307276,ASV_293,NA,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,0m,Int,466.252599,ASV_293,37,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,0m,Int,110.1372753,ASV_293,21,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,0m,Int,357.640233,ASV_293,45,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,50m,Ext,427.9162698,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,50m,Ext,438.0475846,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,50m,Ext,398.9066961,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,50m,Int,276.4769752,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,50m,Int,247.8757333,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,50m,Int,411.548776,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,100m,Ext,134.8991612,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,100m,Ext,103.4747421,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,100m,Ext,143.5850504,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,100m,Int,154.0269435,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,100m,Int,194.6352989,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,100m,Int,40.26680955,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,250m,Ext,121.8910417,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,250m,Ext,134.8991612,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,250m,Ext,101.0815428,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,250m,Int,139.1743613,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,250m,Int,162.6706403,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,250m,Int,207.1674794,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,500m,Ext,91.33440445,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,500m,Ext,354.8614903,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,500m,Ext,82.52716775,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,500m,Int,170.464582,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,500m,Int,276.4769752,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,500m,Int,194.6352989,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,1000m,Ext,34.18296926,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,1000m,Ext,42.85950948,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,1000m,Ext,213.7329942,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,1000m,Int,103.4747421,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,1000m,Int,133.8510407,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,2000m,Ext,32.1151392,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,2000m,Ext,36.95598261,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,2000m,Ext,41.86824004,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,2000m,Int,150.4645556,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,2000m,Int,14.72177286,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,2000m,Int,24.06425502,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,Control,Ext,34.18296926,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,Control,Ext,47.06490212,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,Control,Ext,42.85950948,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
1,Control,Int,26.63237405,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,Control,Int,41.86824004,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,Control,Int,47.80487134,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,Control,Ext,127.7311348,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,Control,Ext,45.26470299,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,Control,Ext,34.45063898,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
2,Control,Int,16.67861809,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,Control,Int,46.69922388,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
2,Control,Int,47.80487134,ASV_293,0,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,Control,Ext,24.25269015,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,Control,Ext,203.9607443,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,Control,Ext,16.67861809,ASV_293,0,27.992401369697006,371.2429054890909,1-0.95,638,1,2
3,Control,Int,55.44145201,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,Control,Int,110.1372753,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
3,Control,Int,79.99207324,ASV_293,NA,27.992401369697006,343.2505041193939,2-0.95,638,1,2
1,0m,Ext,466.252599,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,0m,Ext,571.0789951,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,0m,Ext,185.7362293,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,0m,Int,110.1372753,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,0m,Int,278.641928,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,0m,Int,289.7236522,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,0m,Ext,202.3760388,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,0m,Ext,174.5004892,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,0m,Ext,402.0303347,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,0m,Int,500.1597489,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,0m,Int,632.0241119,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,0m,Int,496.2736783,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,0m,Ext,441.4777159,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,0m,Ext,704.9504701,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,0m,Ext,180.0307276,ASV_297,NA,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,0m,Int,466.252599,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,0m,Int,110.1372753,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,0m,Int,357.640233,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,50m,Ext,427.9162698,ASV_297,8,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,50m,Ext,438.0475846,ASV_297,7,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,50m,Ext,398.9066961,ASV_297,11,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,50m,Int,276.4769752,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,50m,Int,247.8757333,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,50m,Int,411.548776,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,100m,Ext,134.8991612,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,100m,Ext,103.4747421,ASV_297,5,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,100m,Ext,143.5850504,ASV_297,7,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,100m,Int,154.0269435,ASV_297,9,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,100m,Int,194.6352989,ASV_297,6,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,100m,Int,40.26680955,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,250m,Ext,121.8910417,ASV_297,9,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,250m,Ext,134.8991612,ASV_297,11,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,250m,Ext,101.0815428,ASV_297,10,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,250m,Int,139.1743613,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,250m,Int,162.6706403,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,250m,Int,207.1674794,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,500m,Ext,91.33440445,ASV_297,22,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,500m,Ext,354.8614903,ASV_297,17,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,500m,Ext,82.52716775,ASV_297,25,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,500m,Int,170.464582,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,500m,Int,276.4769752,ASV_297,9,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,500m,Int,194.6352989,ASV_297,7,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,1000m,Ext,34.18296926,ASV_297,8,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,1000m,Ext,42.85950948,ASV_297,16,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,1000m,Ext,213.7329942,ASV_297,23,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,1000m,Int,103.4747421,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,1000m,Int,133.8510407,ASV_297,14,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,2000m,Ext,32.1151392,ASV_297,17,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,2000m,Ext,36.95598261,ASV_297,7,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,2000m,Ext,41.86824004,ASV_297,7,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,2000m,Int,150.4645556,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,2000m,Int,14.72177286,ASV_297,5,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,2000m,Int,24.06425502,ASV_297,12,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,Control,Ext,34.18296926,ASV_297,23,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,Control,Ext,47.06490212,ASV_297,8,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,Control,Ext,42.85950948,ASV_297,5,26.98007694121212,134.86671388969697,1-0.95,642,1,2
1,Control,Int,26.63237405,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,Control,Int,41.86824004,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,Control,Int,47.80487134,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,Control,Ext,127.7311348,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,Control,Ext,45.26470299,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,Control,Ext,34.45063898,ASV_297,3,26.98007694121212,134.86671388969697,1-0.95,642,1,2
2,Control,Int,16.67861809,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,Control,Int,46.69922388,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
2,Control,Int,47.80487134,ASV_297,0,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,Control,Ext,24.25269015,ASV_297,8,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,Control,Ext,203.9607443,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,Control,Ext,16.67861809,ASV_297,0,26.98007694121212,134.86671388969697,1-0.95,642,1,2
3,Control,Int,55.44145201,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,Control,Int,110.1372753,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
3,Control,Int,79.99207324,ASV_297,NA,26.98007694121212,107.88663694848485,2-0.95,642,1,2
1,0m,Ext,466.252599,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,0m,Ext,571.0789951,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,0m,Ext,185.7362293,ASV_298,12,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,0m,Int,110.1372753,ASV_298,9,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,0m,Int,278.641928,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,0m,Int,289.7236522,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,0m,Ext,202.3760388,ASV_298,6,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,0m,Ext,174.5004892,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,0m,Ext,402.0303347,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,0m,Int,500.1597489,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,0m,Int,632.0241119,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,0m,Int,496.2736783,ASV_298,6,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,0m,Ext,441.4777159,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,0m,Ext,704.9504701,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,0m,Ext,180.0307276,ASV_298,NA,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,0m,Int,466.252599,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,0m,Int,110.1372753,ASV_298,11,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,0m,Int,357.640233,ASV_298,15,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,50m,Ext,427.9162698,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,50m,Ext,438.0475846,ASV_298,16,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,50m,Ext,398.9066961,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,50m,Int,276.4769752,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,50m,Int,247.8757333,ASV_298,18,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,50m,Int,411.548776,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,100m,Ext,134.8991612,ASV_298,17,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,100m,Ext,103.4747421,ASV_298,11,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,100m,Ext,143.5850504,ASV_298,10,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,100m,Int,154.0269435,ASV_298,17,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,100m,Int,194.6352989,ASV_298,14,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,100m,Int,40.26680955,ASV_298,15,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,250m,Ext,121.8910417,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,250m,Ext,134.8991612,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,250m,Ext,101.0815428,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,250m,Int,139.1743613,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,250m,Int,162.6706403,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,250m,Int,207.1674794,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,500m,Ext,91.33440445,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,500m,Ext,354.8614903,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,500m,Ext,82.52716775,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,500m,Int,170.464582,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,500m,Int,276.4769752,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,500m,Int,194.6352989,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,1000m,Ext,34.18296926,ASV_298,4,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,1000m,Ext,42.85950948,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,1000m,Ext,213.7329942,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,1000m,Int,103.4747421,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,1000m,Int,133.8510407,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,2000m,Ext,32.1151392,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,2000m,Ext,36.95598261,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,2000m,Ext,41.86824004,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,2000m,Int,150.4645556,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,2000m,Int,14.72177286,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,2000m,Int,24.06425502,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,Control,Ext,34.18296926,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,Control,Ext,47.06490212,ASV_298,8,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,Control,Ext,42.85950948,ASV_298,15,1.9568452300000008,16.67861809,1-0.95,643,1,1
1,Control,Int,26.63237405,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,Control,Int,41.86824004,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,Control,Int,47.80487134,ASV_298,20,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,Control,Ext,127.7311348,ASV_298,11,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,Control,Ext,45.26470299,ASV_298,41,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,Control,Ext,34.45063898,ASV_298,14,1.9568452300000008,16.67861809,1-0.95,643,1,1
2,Control,Int,16.67861809,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,Control,Int,46.69922388,ASV_298,14,1.9568452300000008,14.72177286,2-0.95,643,2,1
2,Control,Int,47.80487134,ASV_298,0,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,Control,Ext,24.25269015,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,Control,Ext,203.9607443,ASV_298,0,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,Control,Ext,16.67861809,ASV_298,10,1.9568452300000008,16.67861809,1-0.95,643,1,1
3,Control,Int,55.44145201,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,Control,Int,110.1372753,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
3,Control,Int,79.99207324,ASV_298,NA,1.9568452300000008,14.72177286,2-0.95,643,2,1
1,0m,Ext,466.252599,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,0m,Ext,571.0789951,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,0m,Ext,185.7362293,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,0m,Int,110.1372753,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,0m,Int,278.641928,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,0m,Int,289.7236522,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
2,0m,Ext,202.3760388,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
2,0m,Ext,174.5004892,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
2,0m,Ext,402.0303347,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
2,0m,Int,500.1597489,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
2,0m,Int,632.0241119,ASV_304,NA,1.9568452300000008,14.72177286,2-0.95,649,1,1
2,0m,Int,496.2736783,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
3,0m,Ext,441.4777159,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
3,0m,Ext,704.9504701,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
3,0m,Ext,180.0307276,ASV_304,NA,1.9568452300000008,16.67861809,1-0.95,649,1,1
3,0m,Int,466.252599,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
3,0m,Int,110.1372753,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
3,0m,Int,357.640233,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,50m,Ext,427.9162698,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,50m,Ext,438.0475846,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,50m,Ext,398.9066961,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,50m,Int,276.4769752,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,50m,Int,247.8757333,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,50m,Int,411.548776,ASV_304,NA,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,100m,Ext,134.8991612,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,100m,Ext,103.4747421,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,100m,Ext,143.5850504,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,100m,Int,154.0269435,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,100m,Int,194.6352989,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,100m,Int,40.26680955,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,250m,Ext,121.8910417,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,250m,Ext,134.8991612,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,250m,Ext,101.0815428,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,250m,Int,139.1743613,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,250m,Int,162.6706403,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,250m,Int,207.1674794,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,500m,Ext,91.33440445,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,500m,Ext,354.8614903,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,500m,Ext,82.52716775,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,500m,Int,170.464582,ASV_304,6,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,500m,Int,276.4769752,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,500m,Int,194.6352989,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,1000m,Ext,34.18296926,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,1000m,Ext,42.85950948,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,1000m,Ext,213.7329942,ASV_304,0,1.9568452300000008,16.67861809,1-0.95,649,1,1
1,1000m,Int,103.4747421,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
1,1000m,Int,133.8510407,ASV_304,0,1.9568452300000008,14.72177286,2-0.95,649,1,1
