Station,Distance,Farm,TFS,ASV,abund
3,0m,Ext,180.0307276,ASV_188,NA
3,0m,Int,466.252599,ASV_188,0
3,0m,Int,110.1372753,ASV_188,0
3,0m,Int,357.640233,ASV_188,0
1,50m,Ext,427.9162698,ASV_188,7
1,50m,Ext,438.0475846,ASV_188,5
1,50m,Ext,398.9066961,ASV_188,17
1,50m,Int,276.4769752,ASV_188,0
1,50m,Int,247.8757333,ASV_188,9
1,50m,Int,411.548776,ASV_188,NA
1,100m,Ext,134.8991612,ASV_188,6
1,100m,Ext,103.4747421,ASV_188,10
1,100m,Ext,143.5850504,ASV_188,8
1,100m,Int,154.0269435,ASV_188,10
1,100m,Int,194.6352989,ASV_188,9
1,100m,Int,40.26680955,ASV_188,6
1,250m,Ext,121.8910417,ASV_188,20
1,250m,Ext,134.8991612,ASV_188,10
1,250m,Ext,101.0815428,ASV_188,5
1,250m,Int,139.1743613,ASV_188,17
1,250m,Int,162.6706403,ASV_188,8
1,250m,Int,207.1674794,ASV_188,8
1,500m,Ext,91.33440445,ASV_188,14
1,500m,Ext,354.8614903,ASV_188,15
1,500m,Ext,82.52716775,ASV_188,18
1,500m,Int,170.464582,ASV_188,18
1,500m,Int,276.4769752,ASV_188,7
1,500m,Int,194.6352989,ASV_188,12
1,1000m,Ext,34.18296926,ASV_188,6
1,1000m,Ext,42.85950948,ASV_188,3
1,1000m,Ext,213.7329942,ASV_188,11
1,1000m,Int,103.4747421,ASV_188,9
1,1000m,Int,133.8510407,ASV_188,12
1,2000m,Ext,32.1151392,ASV_188,6
1,2000m,Ext,36.95598261,ASV_188,11
1,2000m,Ext,41.86824004,ASV_188,9
1,2000m,Int,150.4645556,ASV_188,13
1,2000m,Int,14.72177286,ASV_188,12
1,2000m,Int,24.06425502,ASV_188,7
1,Control,Ext,34.18296926,ASV_188,11
1,Control,Ext,47.06490212,ASV_188,10
1,Control,Ext,42.85950948,ASV_188,6
1,Control,Int,26.63237405,ASV_188,NA
1,Control,Int,41.86824004,ASV_188,9
1,Control,Int,47.80487134,ASV_188,15
2,Control,Ext,127.7311348,ASV_188,9
2,Control,Ext,45.26470299,ASV_188,9
2,Control,Ext,34.45063898,ASV_188,5
2,Control,Int,16.67861809,ASV_188,4
2,Control,Int,46.69922388,ASV_188,10
2,Control,Int,47.80487134,ASV_188,6
3,Control,Ext,24.25269015,ASV_188,6
3,Control,Ext,203.9607443,ASV_188,7
3,Control,Ext,16.67861809,ASV_188,13
3,Control,Int,55.44145201,ASV_188,NA
3,Control,Int,110.1372753,ASV_188,NA
3,Control,Int,79.99207324,ASV_188,NA
1,0m,Ext,466.252599,ASV_189,28
1,0m,Ext,571.0789951,ASV_189,14
1,0m,Ext,185.7362293,ASV_189,18
1,0m,Int,110.1372753,ASV_189,14
1,0m,Int,278.641928,ASV_189,29
1,0m,Int,289.7236522,ASV_189,21
2,0m,Ext,202.3760388,ASV_189,31
2,0m,Ext,174.5004892,ASV_189,9
2,0m,Ext,402.0303347,ASV_189,27
2,0m,Int,500.1597489,ASV_189,0
2,0m,Int,632.0241119,ASV_189,NA
2,0m,Int,496.2736783,ASV_189,9
3,0m,Ext,441.4777159,ASV_189,28
3,0m,Ext,704.9504701,ASV_189,34
3,0m,Ext,180.0307276,ASV_189,NA
3,0m,Int,466.252599,ASV_189,19
3,0m,Int,110.1372753,ASV_189,41
3,0m,Int,357.640233,ASV_189,17
1,50m,Ext,427.9162698,ASV_189,36
1,50m,Ext,438.0475846,ASV_189,7
1,50m,Ext,398.9066961,ASV_189,27
1,50m,Int,276.4769752,ASV_189,34
1,50m,Int,247.8757333,ASV_189,7
1,50m,Int,411.548776,ASV_189,NA
1,100m,Ext,134.8991612,ASV_189,7
1,100m,Ext,103.4747421,ASV_189,6
1,100m,Ext,143.5850504,ASV_189,10
1,100m,Int,154.0269435,ASV_189,11
1,100m,Int,194.6352989,ASV_189,8
1,100m,Int,40.26680955,ASV_189,11
1,250m,Ext,121.8910417,ASV_189,8
1,250m,Ext,134.8991612,ASV_189,3
1,250m,Ext,101.0815428,ASV_189,5
1,250m,Int,139.1743613,ASV_189,3
1,250m,Int,162.6706403,ASV_189,19
1,250m,Int,207.1674794,ASV_189,14
1,500m,Ext,91.33440445,ASV_189,4
1,500m,Ext,354.8614903,ASV_189,0
1,500m,Ext,82.52716775,ASV_189,8
1,500m,Int,170.464582,ASV_189,4
1,500m,Int,276.4769752,ASV_189,2
1,500m,Int,194.6352989,ASV_189,0
1,1000m,Ext,34.18296926,ASV_189,0
1,1000m,Ext,42.85950948,ASV_189,0
1,1000m,Ext,213.7329942,ASV_189,0
1,1000m,Int,103.4747421,ASV_189,0
1,1000m,Int,133.8510407,ASV_189,5
1,2000m,Ext,32.1151392,ASV_189,0
1,2000m,Ext,36.95598261,ASV_189,0
1,2000m,Ext,41.86824004,ASV_189,0
1,2000m,Int,150.4645556,ASV_189,0
1,2000m,Int,14.72177286,ASV_189,0
1,2000m,Int,24.06425502,ASV_189,0
1,Control,Ext,34.18296926,ASV_189,0
1,Control,Ext,47.06490212,ASV_189,0
1,Control,Ext,42.85950948,ASV_189,0
1,Control,Int,26.63237405,ASV_189,NA
1,Control,Int,41.86824004,ASV_189,0
1,Control,Int,47.80487134,ASV_189,0
2,Control,Ext,127.7311348,ASV_189,0
2,Control,Ext,45.26470299,ASV_189,0
2,Control,Ext,34.45063898,ASV_189,0
2,Control,Int,16.67861809,ASV_189,0
2,Control,Int,46.69922388,ASV_189,0
2,Control,Int,47.80487134,ASV_189,0
3,Control,Ext,24.25269015,ASV_189,0
3,Control,Ext,203.9607443,ASV_189,0
3,Control,Ext,16.67861809,ASV_189,0
3,Control,Int,55.44145201,ASV_189,NA
3,Control,Int,110.1372753,ASV_189,NA
3,Control,Int,79.99207324,ASV_189,NA
1,0m,Ext,466.252599,ASV_1898,0
1,0m,Ext,571.0789951,ASV_1898,65
1,0m,Ext,185.7362293,ASV_1898,0
1,0m,Int,110.1372753,ASV_1898,0
1,0m,Int,278.641928,ASV_1898,0
1,0m,Int,289.7236522,ASV_1898,0
2,0m,Ext,202.3760388,ASV_1898,0
2,0m,Ext,174.5004892,ASV_1898,0
2,0m,Ext,402.0303347,ASV_1898,0
2,0m,Int,500.1597489,ASV_1898,0
2,0m,Int,632.0241119,ASV_1898,NA
2,0m,Int,496.2736783,ASV_1898,0
3,0m,Ext,441.4777159,ASV_1898,0
3,0m,Ext,704.9504701,ASV_1898,0
3,0m,Ext,180.0307276,ASV_1898,NA
3,0m,Int,466.252599,ASV_1898,0
3,0m,Int,110.1372753,ASV_1898,0
3,0m,Int,357.640233,ASV_1898,0
1,50m,Ext,427.9162698,ASV_1898,0
1,50m,Ext,438.0475846,ASV_1898,0
1,50m,Ext,398.9066961,ASV_1898,0
1,50m,Int,276.4769752,ASV_1898,0
1,50m,Int,247.8757333,ASV_1898,0
1,50m,Int,411.548776,ASV_1898,NA
1,100m,Ext,134.8991612,ASV_1898,0
1,100m,Ext,103.4747421,ASV_1898,0
1,100m,Ext,143.5850504,ASV_1898,0
1,100m,Int,154.0269435,ASV_1898,0
1,100m,Int,194.6352989,ASV_1898,0
1,100m,Int,40.26680955,ASV_1898,0
1,250m,Ext,121.8910417,ASV_1898,0
1,250m,Ext,134.8991612,ASV_1898,0
1,250m,Ext,101.0815428,ASV_1898,0
1,250m,Int,139.1743613,ASV_1898,0
1,250m,Int,162.6706403,ASV_1898,0
1,250m,Int,207.1674794,ASV_1898,0
1,500m,Ext,91.33440445,ASV_1898,0
1,500m,Ext,354.8614903,ASV_1898,0
1,500m,Ext,82.52716775,ASV_1898,0
1,500m,Int,170.464582,ASV_1898,0
1,500m,Int,276.4769752,ASV_1898,0
1,500m,Int,194.6352989,ASV_1898,0
1,1000m,Ext,34.18296926,ASV_1898,0
1,1000m,Ext,42.85950948,ASV_1898,0
1,1000m,Ext,213.7329942,ASV_1898,0
1,1000m,Int,103.4747421,ASV_1898,0
1,1000m,Int,133.8510407,ASV_1898,0
1,2000m,Ext,32.1151392,ASV_1898,0
1,2000m,Ext,36.95598261,ASV_1898,0
1,2000m,Ext,41.86824004,ASV_1898,0
1,2000m,Int,150.4645556,ASV_1898,0
1,2000m,Int,14.72177286,ASV_1898,0
1,2000m,Int,24.06425502,ASV_1898,0
1,Control,Ext,34.18296926,ASV_1898,0
1,Control,Ext,47.06490212,ASV_1898,0
1,Control,Ext,42.85950948,ASV_1898,0
1,Control,Int,26.63237405,ASV_1898,NA
1,Control,Int,41.86824004,ASV_1898,0
1,Control,Int,47.80487134,ASV_1898,0
2,Control,Ext,127.7311348,ASV_1898,0
2,Control,Ext,45.26470299,ASV_1898,0
2,Control,Ext,34.45063898,ASV_1898,0
2,Control,Int,16.67861809,ASV_1898,0
2,Control,Int,46.69922388,ASV_1898,0
2,Control,Int,47.80487134,ASV_1898,0
3,Control,Ext,24.25269015,ASV_1898,0
3,Control,Ext,203.9607443,ASV_1898,0
3,Control,Ext,16.67861809,ASV_1898,0
3,Control,Int,55.44145201,ASV_1898,NA
3,Control,Int,110.1372753,ASV_1898,NA
3,Control,Int,79.99207324,ASV_1898,NA
1,0m,Ext,466.252599,ASV_190,0
1,0m,Ext,571.0789951,ASV_190,18
1,0m,Ext,185.7362293,ASV_190,28
1,0m,Int,110.1372753,ASV_190,50
1,0m,Int,278.641928,ASV_190,0
1,0m,Int,289.7236522,ASV_190,23
2,0m,Ext,202.3760388,ASV_190,20
2,0m,Ext,174.5004892,ASV_190,28
2,0m,Ext,402.0303347,ASV_190,0
2,0m,Int,500.1597489,ASV_190,31
2,0m,Int,632.0241119,ASV_190,NA
2,0m,Int,496.2736783,ASV_190,50
3,0m,Ext,441.4777159,ASV_190,0
3,0m,Ext,704.9504701,ASV_190,0
3,0m,Ext,180.0307276,ASV_190,NA
3,0m,Int,466.252599,ASV_190,9
3,0m,Int,110.1372753,ASV_190,0
3,0m,Int,357.640233,ASV_190,52
1,50m,Ext,427.9162698,ASV_190,0
1,50m,Ext,438.0475846,ASV_190,46
1,50m,Ext,398.9066961,ASV_190,0
1,50m,Int,276.4769752,ASV_190,0
1,50m,Int,247.8757333,ASV_190,72
1,50m,Int,411.548776,ASV_190,NA
1,100m,Ext,134.8991612,ASV_190,41
1,100m,Ext,103.4747421,ASV_190,23
1,100m,Ext,143.5850504,ASV_190,18
1,100m,Int,154.0269435,ASV_190,0
1,100m,Int,194.6352989,ASV_190,29
1,100m,Int,40.26680955,ASV_190,0
1,250m,Ext,121.8910417,ASV_190,0
1,250m,Ext,134.8991612,ASV_190,10
1,250m,Ext,101.0815428,ASV_190,0
1,250m,Int,139.1743613,ASV_190,0
1,250m,Int,162.6706403,ASV_190,0
1,250m,Int,207.1674794,ASV_190,0
1,500m,Ext,91.33440445,ASV_190,0
1,500m,Ext,354.8614903,ASV_190,0
1,500m,Ext,82.52716775,ASV_190,0
1,500m,Int,170.464582,ASV_190,0
1,500m,Int,276.4769752,ASV_190,0
1,500m,Int,194.6352989,ASV_190,0
1,1000m,Ext,34.18296926,ASV_190,0
1,1000m,Ext,42.85950948,ASV_190,0
1,1000m,Ext,213.7329942,ASV_190,0
1,1000m,Int,103.4747421,ASV_190,0
1,1000m,Int,133.8510407,ASV_190,0
1,2000m,Ext,32.1151392,ASV_190,0
1,2000m,Ext,36.95598261,ASV_190,0
1,2000m,Ext,41.86824004,ASV_190,0
1,2000m,Int,150.4645556,ASV_190,0
1,2000m,Int,14.72177286,ASV_190,0
1,2000m,Int,24.06425502,ASV_190,0
1,Control,Ext,34.18296926,ASV_190,0
1,Control,Ext,47.06490212,ASV_190,0
1,Control,Ext,42.85950948,ASV_190,0
1,Control,Int,26.63237405,ASV_190,NA
1,Control,Int,41.86824004,ASV_190,0
1,Control,Int,47.80487134,ASV_190,0
2,Control,Ext,127.7311348,ASV_190,0
2,Control,Ext,45.26470299,ASV_190,0
2,Control,Ext,34.45063898,ASV_190,0
2,Control,Int,16.67861809,ASV_190,0
2,Control,Int,46.69922388,ASV_190,0
2,Control,Int,47.80487134,ASV_190,0
3,Control,Ext,24.25269015,ASV_190,0
3,Control,Ext,203.9607443,ASV_190,0
3,Control,Ext,16.67861809,ASV_190,0
3,Control,Int,55.44145201,ASV_190,NA
3,Control,Int,110.1372753,ASV_190,NA
3,Control,Int,79.99207324,ASV_190,NA
1,0m,Ext,466.252599,ASV_191,24
1,0m,Ext,571.0789951,ASV_191,24
1,0m,Ext,185.7362293,ASV_191,28
1,0m,Int,110.1372753,ASV_191,39
1,0m,Int,278.641928,ASV_191,46
1,0m,Int,289.7236522,ASV_191,52
2,0m,Ext,202.3760388,ASV_191,25
2,0m,Ext,174.5004892,ASV_191,54
2,0m,Ext,402.0303347,ASV_191,61
2,0m,Int,500.1597489,ASV_191,0
2,0m,Int,632.0241119,ASV_191,NA
2,0m,Int,496.2736783,ASV_191,8
3,0m,Ext,441.4777159,ASV_191,47
3,0m,Ext,704.9504701,ASV_191,43
3,0m,Ext,180.0307276,ASV_191,NA
3,0m,Int,466.252599,ASV_191,32
3,0m,Int,110.1372753,ASV_191,36
3,0m,Int,357.640233,ASV_191,33
1,50m,Ext,427.9162698,ASV_191,0
1,50m,Ext,438.0475846,ASV_191,0
1,50m,Ext,398.9066961,ASV_191,0
1,50m,Int,276.4769752,ASV_191,0
1,50m,Int,247.8757333,ASV_191,0
1,50m,Int,411.548776,ASV_191,NA
1,100m,Ext,134.8991612,ASV_191,0
1,100m,Ext,103.4747421,ASV_191,0
1,100m,Ext,143.5850504,ASV_191,0
1,100m,Int,154.0269435,ASV_191,7
1,100m,Int,194.6352989,ASV_191,0
1,100m,Int,40.26680955,ASV_191,5
1,250m,Ext,121.8910417,ASV_191,0
1,250m,Ext,134.8991612,ASV_191,0
1,250m,Ext,101.0815428,ASV_191,0
1,250m,Int,139.1743613,ASV_191,0
1,250m,Int,162.6706403,ASV_191,0
1,250m,Int,207.1674794,ASV_191,0
1,500m,Ext,91.33440445,ASV_191,0
1,500m,Ext,354.8614903,ASV_191,0
1,500m,Ext,82.52716775,ASV_191,0
1,500m,Int,170.464582,ASV_191,0
1,500m,Int,276.4769752,ASV_191,0
1,500m,Int,194.6352989,ASV_191,0
1,1000m,Ext,34.18296926,ASV_191,0
1,1000m,Ext,42.85950948,ASV_191,0
1,1000m,Ext,213.7329942,ASV_191,0
1,1000m,Int,103.4747421,ASV_191,0
1,1000m,Int,133.8510407,ASV_191,0
1,2000m,Ext,32.1151392,ASV_191,0
1,2000m,Ext,36.95598261,ASV_191,0
1,2000m,Ext,41.86824004,ASV_191,0
1,2000m,Int,150.4645556,ASV_191,0
1,2000m,Int,14.72177286,ASV_191,0
1,2000m,Int,24.06425502,ASV_191,0
1,Control,Ext,34.18296926,ASV_191,0
1,Control,Ext,47.06490212,ASV_191,0
1,Control,Ext,42.85950948,ASV_191,0
1,Control,Int,26.63237405,ASV_191,NA
1,Control,Int,41.86824004,ASV_191,0
1,Control,Int,47.80487134,ASV_191,0
2,Control,Ext,127.7311348,ASV_191,3
2,Control,Ext,45.26470299,ASV_191,0
2,Control,Ext,34.45063898,ASV_191,0
2,Control,Int,16.67861809,ASV_191,0
2,Control,Int,46.69922388,ASV_191,0
2,Control,Int,47.80487134,ASV_191,0
3,Control,Ext,24.25269015,ASV_191,0
3,Control,Ext,203.9607443,ASV_191,0
3,Control,Ext,16.67861809,ASV_191,0
3,Control,Int,55.44145201,ASV_191,NA
3,Control,Int,110.1372753,ASV_191,NA
3,Control,Int,79.99207324,ASV_191,NA
1,0m,Ext,466.252599,ASV_192,0
1,0m,Ext,571.0789951,ASV_192,0
1,0m,Ext,185.7362293,ASV_192,0
1,0m,Int,110.1372753,ASV_192,0
1,0m,Int,278.641928,ASV_192,0
1,0m,Int,289.7236522,ASV_192,0
2,0m,Ext,202.3760388,ASV_192,0
2,0m,Ext,174.5004892,ASV_192,0
2,0m,Ext,402.0303347,ASV_192,0
2,0m,Int,500.1597489,ASV_192,0
2,0m,Int,632.0241119,ASV_192,NA
2,0m,Int,496.2736783,ASV_192,0
3,0m,Ext,441.4777159,ASV_192,0
3,0m,Ext,704.9504701,ASV_192,0
3,0m,Ext,180.0307276,ASV_192,NA
3,0m,Int,466.252599,ASV_192,0
3,0m,Int,110.1372753,ASV_192,0
3,0m,Int,357.640233,ASV_192,0
1,50m,Ext,427.9162698,ASV_192,0
1,50m,Ext,438.0475846,ASV_192,0
1,50m,Ext,398.9066961,ASV_192,0
1,50m,Int,276.4769752,ASV_192,0
1,50m,Int,247.8757333,ASV_192,0
1,50m,Int,411.548776,ASV_192,NA
1,100m,Ext,134.8991612,ASV_192,7
1,100m,Ext,103.4747421,ASV_192,0
1,100m,Ext,143.5850504,ASV_192,0
1,100m,Int,154.0269435,ASV_192,0
1,100m,Int,194.6352989,ASV_192,0
1,100m,Int,40.26680955,ASV_192,0
1,250m,Ext,121.8910417,ASV_192,10
1,250m,Ext,134.8991612,ASV_192,11
1,250m,Ext,101.0815428,ASV_192,10
1,250m,Int,139.1743613,ASV_192,0
1,250m,Int,162.6706403,ASV_192,16
1,250m,Int,207.1674794,ASV_192,17
1,500m,Ext,91.33440445,ASV_192,13
1,500m,Ext,354.8614903,ASV_192,15
1,500m,Ext,82.52716775,ASV_192,24
1,500m,Int,170.464582,ASV_192,20
1,500m,Int,276.4769752,ASV_192,18
1,500m,Int,194.6352989,ASV_192,17
1,1000m,Ext,34.18296926,ASV_192,21
1,1000m,Ext,42.85950948,ASV_192,8
1,1000m,Ext,213.7329942,ASV_192,12
1,1000m,Int,103.4747421,ASV_192,25
1,1000m,Int,133.8510407,ASV_192,17
1,2000m,Ext,32.1151392,ASV_192,23
1,2000m,Ext,36.95598261,ASV_192,11
1,2000m,Ext,41.86824004,ASV_192,19
1,2000m,Int,150.4645556,ASV_192,15
1,2000m,Int,14.72177286,ASV_192,16
1,2000m,Int,24.06425502,ASV_192,19
1,Control,Ext,34.18296926,ASV_192,22
1,Control,Ext,47.06490212,ASV_192,18
1,Control,Ext,42.85950948,ASV_192,22
1,Control,Int,26.63237405,ASV_192,NA
1,Control,Int,41.86824004,ASV_192,0
1,Control,Int,47.80487134,ASV_192,8
2,Control,Ext,127.7311348,ASV_192,14
2,Control,Ext,45.26470299,ASV_192,9
2,Control,Ext,34.45063898,ASV_192,6
2,Control,Int,16.67861809,ASV_192,0
2,Control,Int,46.69922388,ASV_192,0
2,Control,Int,47.80487134,ASV_192,0
3,Control,Ext,24.25269015,ASV_192,0
3,Control,Ext,203.9607443,ASV_192,5
3,Control,Ext,16.67861809,ASV_192,0
3,Control,Int,55.44145201,ASV_192,NA
3,Control,Int,110.1372753,ASV_192,NA
3,Control,Int,79.99207324,ASV_192,NA
1,0m,Ext,466.252599,ASV_193,39
1,0m,Ext,571.0789951,ASV_193,61
1,0m,Ext,185.7362293,ASV_193,27
1,0m,Int,110.1372753,ASV_193,38
1,0m,Int,278.641928,ASV_193,58
1,0m,Int,289.7236522,ASV_193,55
2,0m,Ext,202.3760388,ASV_193,37
2,0m,Ext,174.5004892,ASV_193,19
2,0m,Ext,402.0303347,ASV_193,20
2,0m,Int,500.1597489,ASV_193,14
2,0m,Int,632.0241119,ASV_193,NA
2,0m,Int,496.2736783,ASV_193,35
3,0m,Ext,441.4777159,ASV_193,27
3,0m,Ext,704.9504701,ASV_193,36
3,0m,Ext,180.0307276,ASV_193,NA
3,0m,Int,466.252599,ASV_193,29
3,0m,Int,110.1372753,ASV_193,39
3,0m,Int,357.640233,ASV_193,32
1,50m,Ext,427.9162698,ASV_193,9
1,50m,Ext,438.0475846,ASV_193,3
1,50m,Ext,398.9066961,ASV_193,12
1,50m,Int,276.4769752,ASV_193,7
1,50m,Int,247.8757333,ASV_193,0
1,50m,Int,411.548776,ASV_193,NA
1,100m,Ext,134.8991612,ASV_193,0
1,100m,Ext,103.4747421,ASV_193,0
1,100m,Ext,143.5850504,ASV_193,4
1,100m,Int,154.0269435,ASV_193,0
1,100m,Int,194.6352989,ASV_193,0
1,100m,Int,40.26680955,ASV_193,0
1,250m,Ext,121.8910417,ASV_193,0
1,250m,Ext,134.8991612,ASV_193,0
1,250m,Ext,101.0815428,ASV_193,0
1,250m,Int,139.1743613,ASV_193,0
1,250m,Int,162.6706403,ASV_193,0
1,250m,Int,207.1674794,ASV_193,0
1,500m,Ext,91.33440445,ASV_193,0
1,500m,Ext,354.8614903,ASV_193,0
1,500m,Ext,82.52716775,ASV_193,0
1,500m,Int,170.464582,ASV_193,3
1,500m,Int,276.4769752,ASV_193,0
1,500m,Int,194.6352989,ASV_193,8
1,1000m,Ext,34.18296926,ASV_193,0
1,1000m,Ext,42.85950948,ASV_193,0
1,1000m,Ext,213.7329942,ASV_193,0
1,1000m,Int,103.4747421,ASV_193,0
1,1000m,Int,133.8510407,ASV_193,5
1,2000m,Ext,32.1151392,ASV_193,0
1,2000m,Ext,36.95598261,ASV_193,0
1,2000m,Ext,41.86824004,ASV_193,0
1,2000m,Int,150.4645556,ASV_193,0
1,2000m,Int,14.72177286,ASV_193,0
1,2000m,Int,24.06425502,ASV_193,0
1,Control,Ext,34.18296926,ASV_193,0
1,Control,Ext,47.06490212,ASV_193,0
1,Control,Ext,42.85950948,ASV_193,0
1,Control,Int,26.63237405,ASV_193,NA
1,Control,Int,41.86824004,ASV_193,0
1,Control,Int,47.80487134,ASV_193,0
2,Control,Ext,127.7311348,ASV_193,0
2,Control,Ext,45.26470299,ASV_193,0
2,Control,Ext,34.45063898,ASV_193,0
2,Control,Int,16.67861809,ASV_193,0
2,Control,Int,46.69922388,ASV_193,0
2,Control,Int,47.80487134,ASV_193,0
3,Control,Ext,24.25269015,ASV_193,0
3,Control,Ext,203.9607443,ASV_193,0
3,Control,Ext,16.67861809,ASV_193,0
3,Control,Int,55.44145201,ASV_193,NA
3,Control,Int,110.1372753,ASV_193,NA
3,Control,Int,79.99207324,ASV_193,NA
1,0m,Ext,466.252599,ASV_194,25
1,0m,Ext,571.0789951,ASV_194,33
1,0m,Ext,185.7362293,ASV_194,38
1,0m,Int,110.1372753,ASV_194,25
1,0m,Int,278.641928,ASV_194,22
1,0m,Int,289.7236522,ASV_194,26
2,0m,Ext,202.3760388,ASV_194,52
2,0m,Ext,174.5004892,ASV_194,52
2,0m,Ext,402.0303347,ASV_194,65
2,0m,Int,500.1597489,ASV_194,15
2,0m,Int,632.0241119,ASV_194,NA
2,0m,Int,496.2736783,ASV_194,0
3,0m,Ext,441.4777159,ASV_194,52
3,0m,Ext,704.9504701,ASV_194,33
3,0m,Ext,180.0307276,ASV_194,NA
3,0m,Int,466.252599,ASV_194,40
3,0m,Int,110.1372753,ASV_194,24
3,0m,Int,357.640233,ASV_194,23
1,50m,Ext,427.9162698,ASV_194,23
1,50m,Ext,438.0475846,ASV_194,10
1,50m,Ext,398.9066961,ASV_194,0
1,50m,Int,276.4769752,ASV_194,0
1,50m,Int,247.8757333,ASV_194,0
1,50m,Int,411.548776,ASV_194,NA
1,100m,Ext,134.8991612,ASV_194,0
1,100m,Ext,103.4747421,ASV_194,4
1,100m,Ext,143.5850504,ASV_194,0
1,100m,Int,154.0269435,ASV_194,0
1,100m,Int,194.6352989,ASV_194,0
1,100m,Int,40.26680955,ASV_194,0
1,250m,Ext,121.8910417,ASV_194,0
1,250m,Ext,134.8991612,ASV_194,0
1,250m,Ext,101.0815428,ASV_194,0
1,250m,Int,139.1743613,ASV_194,0
1,250m,Int,162.6706403,ASV_194,0
1,250m,Int,207.1674794,ASV_194,0
1,500m,Ext,91.33440445,ASV_194,0
1,500m,Ext,354.8614903,ASV_194,0
1,500m,Ext,82.52716775,ASV_194,0
1,500m,Int,170.464582,ASV_194,0
1,500m,Int,276.4769752,ASV_194,0
1,500m,Int,194.6352989,ASV_194,0
1,1000m,Ext,34.18296926,ASV_194,0
1,1000m,Ext,42.85950948,ASV_194,0
1,1000m,Ext,213.7329942,ASV_194,0
1,1000m,Int,103.4747421,ASV_194,0
1,1000m,Int,133.8510407,ASV_194,0
1,2000m,Ext,32.1151392,ASV_194,0
1,2000m,Ext,36.95598261,ASV_194,0
1,2000m,Ext,41.86824004,ASV_194,0
1,2000m,Int,150.4645556,ASV_194,0
1,2000m,Int,14.72177286,ASV_194,0
1,2000m,Int,24.06425502,ASV_194,0
1,Control,Ext,34.18296926,ASV_194,0
1,Control,Ext,47.06490212,ASV_194,0
1,Control,Ext,42.85950948,ASV_194,0
1,Control,Int,26.63237405,ASV_194,NA
1,Control,Int,41.86824004,ASV_194,0
1,Control,Int,47.80487134,ASV_194,0
2,Control,Ext,127.7311348,ASV_194,0
2,Control,Ext,45.26470299,ASV_194,0
2,Control,Ext,34.45063898,ASV_194,0
2,Control,Int,16.67861809,ASV_194,0
2,Control,Int,46.69922388,ASV_194,0
2,Control,Int,47.80487134,ASV_194,0
3,Control,Ext,24.25269015,ASV_194,0
3,Control,Ext,203.9607443,ASV_194,0
3,Control,Ext,16.67861809,ASV_194,0
3,Control,Int,55.44145201,ASV_194,NA
3,Control,Int,110.1372753,ASV_194,NA
3,Control,Int,79.99207324,ASV_194,NA
1,0m,Ext,466.252599,ASV_195,0
1,0m,Ext,571.0789951,ASV_195,0
1,0m,Ext,185.7362293,ASV_195,0
1,0m,Int,110.1372753,ASV_195,0
1,0m,Int,278.641928,ASV_195,0
1,0m,Int,289.7236522,ASV_195,0
2,0m,Ext,202.3760388,ASV_195,0
2,0m,Ext,174.5004892,ASV_195,0
2,0m,Ext,402.0303347,ASV_195,0
2,0m,Int,500.1597489,ASV_195,0
2,0m,Int,632.0241119,ASV_195,NA
2,0m,Int,496.2736783,ASV_195,0
3,0m,Ext,441.4777159,ASV_195,0
3,0m,Ext,704.9504701,ASV_195,0
3,0m,Ext,180.0307276,ASV_195,NA
3,0m,Int,466.252599,ASV_195,0
3,0m,Int,110.1372753,ASV_195,0
3,0m,Int,357.640233,ASV_195,0
1,50m,Ext,427.9162698,ASV_195,0
1,50m,Ext,438.0475846,ASV_195,0
1,50m,Ext,398.9066961,ASV_195,0
1,50m,Int,276.4769752,ASV_195,0
1,50m,Int,247.8757333,ASV_195,0
1,50m,Int,411.548776,ASV_195,NA
1,100m,Ext,134.8991612,ASV_195,22
1,100m,Ext,103.4747421,ASV_195,14
1,100m,Ext,143.5850504,ASV_195,21
1,100m,Int,154.0269435,ASV_195,0
1,100m,Int,194.6352989,ASV_195,0
1,100m,Int,40.26680955,ASV_195,17
1,250m,Ext,121.8910417,ASV_195,26
1,250m,Ext,134.8991612,ASV_195,12
1,250m,Ext,101.0815428,ASV_195,28
1,250m,Int,139.1743613,ASV_195,0
1,250m,Int,162.6706403,ASV_195,0
1,250m,Int,207.1674794,ASV_195,0
1,500m,Ext,91.33440445,ASV_195,20
1,500m,Ext,354.8614903,ASV_195,0
1,500m,Ext,82.52716775,ASV_195,24
1,500m,Int,170.464582,ASV_195,0
1,500m,Int,276.4769752,ASV_195,27
1,500m,Int,194.6352989,ASV_195,0
1,1000m,Ext,34.18296926,ASV_195,14
1,1000m,Ext,42.85950948,ASV_195,26
1,1000m,Ext,213.7329942,ASV_195,25
1,1000m,Int,103.4747421,ASV_195,0
1,1000m,Int,133.8510407,ASV_195,0
1,2000m,Ext,32.1151392,ASV_195,0
1,2000m,Ext,36.95598261,ASV_195,0
1,2000m,Ext,41.86824004,ASV_195,14
1,2000m,Int,150.4645556,ASV_195,0
1,2000m,Int,14.72177286,ASV_195,0
1,2000m,Int,24.06425502,ASV_195,0
1,Control,Ext,34.18296926,ASV_195,32
1,Control,Ext,47.06490212,ASV_195,22
1,Control,Ext,42.85950948,ASV_195,13
1,Control,Int,26.63237405,ASV_195,NA
1,Control,Int,41.86824004,ASV_195,0
1,Control,Int,47.80487134,ASV_195,0
